,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas
0,uri,http://www.wikidata.org/entity/Q16712544,uri,http://www.wikidata.org/entity/Q105323037,literal,Frankenia pulverulenta,literal,WZDPRCUVWISQMO-ITIJKJFXSA-N,literal,O=C(O)C1OC(OC=2C(=O)C3=C(O)C=C(OS(=O)(=O)O)C=C3OC2C=4C=CC(O)=C(OC)C4)C(O)C(O)C1O,literal,366332-1,en,literal,"(2S,3S,4R,5S,6S)-3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-7-sulfooxychromen-3-yl]oxyoxane-2-carboxylic acid",literal,10.1016/S0031-9422(00)98620-5,,
1,uri,http://www.wikidata.org/entity/Q17242086,uri,http://www.wikidata.org/entity/Q105189791,literal,Frankenia thymifolia,literal,ODEQQZORHQBZKE-AFHBHXEDSA-N,literal,O=S(=O)(O)OC1=CC=C(C=C1OC)C2OCC3C(OCC23)C4=CC=C(O)C(OC)=C4,literal,366349-1,en,literal,"[4-[(3S,3aR,6S,6aR)-3-(4-hydroxy-3-methoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-2-methoxyphenyl] hydrogen sulfate",literal,10.1016/J.BSE.2006.10.007,,
2,uri,http://www.wikidata.org/entity/Q17242086,uri,http://www.wikidata.org/entity/Q82848139,literal,Frankenia thymifolia,literal,LLVYASCUNDOCRV-UHFFFAOYSA-N,literal,COC1=CC2=C(C(=C1)OC)C(=C(C(=C2OC)OC)OC)OC,literal,366349-1,en,literal,"1,2,3,4,5,7-Hexamethoxynaphthalene",literal,10.1016/J.BSE.2006.10.007,literal,928035-91-0
3,uri,http://www.wikidata.org/entity/Q16712544,uri,http://www.wikidata.org/entity/Q105167063,literal,Frankenia pulverulenta,literal,MLSUXQHOSAZWQV-UHFFFAOYSA-N,literal,O=C1C(O)=C(OC2=CC(OS(=O)(=O)O)=CC(O)=C12)C=3C=CC(O)=C(OC)C3,literal,366332-1,en,literal,isorhamnetin 7-O-sulfate,literal,10.1016/S0031-9422(00)98620-5,,
4,uri,http://www.wikidata.org/entity/Q16712544,uri,http://www.wikidata.org/entity/Q105171207,literal,Frankenia pulverulenta,literal,MSJQTZZHOBJVQR-ZUGPOPFOSA-N,literal,O=C(O)C1OC(OC=2C(=O)C3=C(O)C=C(OS(=O)(=O)O)C=C3OC2C=4C=CC(O)=CC4)C(O)C(O)C1O,literal,366332-1,en,literal,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-7-sulfooxychromen-3-yl]oxyoxane-2-carboxylic acid",literal,10.1016/S0031-9422(00)98620-5,,
5,uri,http://www.wikidata.org/entity/Q16712544,uri,http://www.wikidata.org/entity/Q105124664,literal,Frankenia pulverulenta,literal,JBZKUBCDMZUWNG-UHFFFAOYSA-N,literal,O=C1C(O)=C(OC2=CC(OS(=O)(=O)O)=CC(O)=C12)C=3C=CC(O)=C(O)C3,literal,366332-1,en,literal,quercetin 7-O-sulfate,literal,10.1016/S0031-9422(00)98620-5,,
6,uri,http://www.wikidata.org/entity/Q17242086,uri,http://www.wikidata.org/entity/Q72490208,literal,Frankenia thymifolia,literal,LCIFXEQPXQVBGL-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1OC)O)C(=O)OC,literal,366349-1,en,literal,"Methyl 4,5-dimethoxy-3-hydroxybenzoate",literal,10.1016/J.BSE.2006.10.007,literal,83011-43-2
7,uri,http://www.wikidata.org/entity/Q16712544,uri,http://www.wikidata.org/entity/Q105343880,literal,Frankenia pulverulenta,literal,XWYRTWOPMFPHKO-UHFFFAOYSA-N,literal,O=C1C(O)=C(OC2=CC(OS(=O)(=O)O)=CC(O)=C12)C=3C=CC(O)=CC3,literal,366332-1,en,literal,kaempferol 7-O-sulfate,literal,10.1016/S0031-9422(00)98620-5,,
8,uri,http://www.wikidata.org/entity/Q16712544,uri,http://www.wikidata.org/entity/Q105282211,literal,Frankenia pulverulenta,literal,UZHUMGQOPXDLRD-OAWSQYKSSA-N,literal,O=C(O)C1OC(OC=2C(=O)C3=C(O)C=C(OS(=O)(=O)O)C=C3OC2C=4C=CC(O)=C(O)C4)C(O)C(O)C1O,literal,366332-1,en,literal,"(2S,3S,4R,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-7-sulfooxychromen-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",literal,10.1016/S0031-9422(00)98620-5,,
