,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,chembl_id.type,chembl_id,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI
0,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q259075,literal,Microtea debilis,literal,SGEWCQFRYRRZDC-VPRICQMDSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,3681-93-4,literal,676291-1,literal,CHEMBL487417,en,literal,vitexin,literal,10.1021/NP970025K
1,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q23058965,literal,Microtea debilis,literal,RTATXGUCZHCSNG-QHWHWDPRSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,literal,17650-84-9,literal,676291-1,literal,CHEMBL498879,en,literal,nictoflorin,literal,10.1021/NP970025K
2,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q951449,literal,Microtea debilis,literal,IKMDFBPHZNJCSN-UHFFFAOYSA-N,literal,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,literal,529-44-2,literal,676291-1,literal,CHEMBL164,en,literal,myricetin,literal,10.1021/NP970025K
3,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q27145374,literal,Microtea debilis,literal,LGOQXEQWOCSLEC-CYZBKYQRSA-N,literal,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)CO)O)O)O)O)O,,,literal,676291-1,literal,CHEMBL447820,en,literal,7-O-[α-L-rhamnosyl-(1→2)-β-D-glucosyl]chrysoeriol,literal,10.1021/NP970025K
4,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q424567,literal,Microtea debilis,literal,KZNIFHPLKGYRTM-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,literal,520-36-5,literal,676291-1,literal,CHEMBL28,en,literal,apigenin,literal,10.1021/NP970025K
5,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q1649777,literal,Microtea debilis,literal,OXGUCUVFOIWWQJ-HQBVPOQASA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,literal,522-12-3,literal,676291-1,literal,CHEMBL82242,en,literal,quercitrin,literal,10.1021/NP970025K
6,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q5242815,literal,Microtea debilis,literal,OVSQVDMCBVZWGM-DTGCRPNFSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,literal,482-36-0,literal,676291-1,,,en,literal,hyperoside,literal,10.1021/NP970025K
7,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q63399214,literal,Microtea debilis,literal,RETJLKUBHXTIGH-FZFRBNDOSA-N,literal,O=C1C=C(OC=2C=C(OC)C(OC)=C(O)C12)C=3C=CC(OC4OC(CO)C(O)C(O)C4O)=CC3,literal,13020-19-4,literal,676291-1,,,en,literal,Cirsimarin,literal,10.1021/NP970025K
8,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q63399214,literal,Microtea debilis,literal,RETJLKUBHXTIGH-FZFRBNDOSA-N,literal,O=C1C=C(OC=2C=C(OC)C(OC)=C(O)C12)C=3C=CC(OC4OC(CO)C(O)C(O)C4O)=CC3,literal,13020-19-4,literal,676291-1,,,en,literal,Cirsimarin,literal,10.1111/J.2042-7158.1997.TB06059.X
9,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q407857,literal,Microtea debilis,literal,IKGXIBQEEMLURG-NVPNHPEKSA-N,literal,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,literal,153-18-4,literal,676291-1,literal,CHEMBL226335,en,literal,rutin,literal,10.1021/NP970025K
10,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q27155276,literal,Microtea debilis,literal,ZIIAJIWLQUVGHB-UHFFFAOYSA-N,literal,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)OC,literal,6601-62-3,literal,676291-1,literal,CHEMBL348436,en,literal,cirsimaritin,literal,10.1021/NP970025K
11,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q27155276,literal,Microtea debilis,literal,ZIIAJIWLQUVGHB-UHFFFAOYSA-N,literal,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)OC,literal,6601-62-3,literal,676291-1,literal,CHEMBL348436,en,literal,cirsimaritin,literal,10.1111/J.2042-7158.1997.TB06059.X
12,uri,http://www.wikidata.org/entity/Q17249033,uri,http://www.wikidata.org/entity/Q393336,literal,Microtea debilis,literal,IYRMWMYZSQPJKC-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,520-18-3,literal,676291-1,literal,CHEMBL150,en,literal,kaempferol,literal,10.1021/NP970025K
